subject,trial_no,cresp,reward,trials_since_reversal,reversal_event,win_if_choose_a,win_if_choose_b,true_eta,true_beta,ptresp,pt_QA,pt_QB,pr_choose_a,outcome
1,1,1,0,0,0,0,1,0.686920722,17.5020206,1,0.5,0.5,0.5,1
1,2,1,0,1,0,1,1,0.686920722,17.5020206,1,0.5,0.843460361,0.002445029,1
1,3,1,0,2,0,0,1,0.686920722,17.5020206,1,0.5,0.950990683,0.000373116,1
1,4,1,0,3,0,0,1,0.686920722,17.5020206,1,0.5,0.984656198,0.000207025,1
1,5,1,0,4,0,0,1,0.686920722,17.5020206,1,0.5,0.995196174,0.000172157,1
1,6,1,0,5,0,0,0,0.686920722,17.5020206,1,0.5,0.998496022,0.000162497,0
1,7,1,0,6,0,1,0,0.686920722,17.5020206,0,0.5,0.312608414,0.963726895,1
1,8,1,0,7,0,1,0,0.686920722,17.5020206,0,0.843460361,0.312608414,0.999907756,1
1,9,1,0,8,0,1,0,0.686920722,17.5020206,0,0.950990683,0.312608414,0.999985951,1
1,10,1,0,9,0,1,1,0.686920722,17.5020206,0,0.984656198,0.312608414,0.999992206,1
1,11,1,0,10,0,0,1,0.686920722,17.5020206,0,0.995196174,0.312608414,0.999993519,0
1,12,1,0,11,0,0,1,0.686920722,17.5020206,0,0.3115753,0.312608414,0.495479728,0
1,13,0,0,0,1,0,1,0.686920722,17.5020206,1,0.09754777,0.312608414,0.022665261,1
1,14,0,0,1,0,1,0,0.686920722,17.5020206,1,0.09754777,0.784791938,5.97356E-06,0
1,15,0,0,2,0,1,0,0.686920722,17.5020206,1,0.09754777,0.245702094,0.069590288,0
1,16,0,0,3,0,0,0,0.686920722,17.5020206,0,0.09754777,0.076924234,0.589271242,0
1,17,0,0,4,0,1,1,0.686920722,17.5020206,1,0.030540185,0.076924234,0.307503955,1
1,18,0,0,5,0,0,0,0.686920722,17.5020206,1,0.030540185,0.711004105,6.7262E-06,0
1,19,0,0,6,0,1,0,0.686920722,17.5020206,1,0.030540185,0.222600652,0.033522335,0
1,20,1,0,0,1,0,1,0.686920722,17.5020206,0,0.030540185,0.069691652,0.335095074,0
1,21,1,0,1,0,1,0,0.686920722,17.5020206,1,0.009561499,0.069691652,0.258764661,0
1,22,1,0,2,0,1,1,0.686920722,17.5020206,1,0.009561499,0.021819012,0.446571946,1
1,23,1,0,3,0,0,1,0.686920722,17.5020206,1,0.009561499,0.693751802,6.30152E-06,1
1,24,1,0,4,0,0,1,0.686920722,17.5020206,1,0.009561499,0.904120035,1.58647E-07,1
1,25,1,0,5,0,0,1,0.686920722,17.5020206,1,0.009561499,0.96998197,5.00973E-08,1
1,26,1,0,6,0,0,0,0.686920722,17.5020206,1,0.009561499,0.990601977,3.49205E-08,0
1,27,1,0,7,0,0,1,0.686920722,17.5020206,1,0.009561499,0.310136952,0.005164969,1
1,28,1,0,8,0,0,0,0.686920722,17.5020206,1,0.009561499,0.784018175,1.29817E-06,0
1,29,1,0,9,0,0,0,0.686920722,17.5020206,1,0.009561499,0.245459844,0.015848614,0
1,30,1,0,10,0,1,1,0.686920722,17.5020206,1,0.009561499,0.076848391,0.235473814,1
1,31,1,0,11,0,0,1,0.686920722,17.5020206,1,0.009561499,0.71098036,4.66113E-06,1
1,32,1,0,12,0,0,1,0.686920722,17.5020206,1,0.009561499,0.90951394,1.44356E-07,1
1,33,1,0,13,0,0,1,0.686920722,17.5020206,1,0.009561499,0.97167069,4.86383E-08,1
1,34,1,0,14,0,0,0,0.686920722,17.5020206,1,0.009561499,0.99113068,3.45989E-08,0
1,35,1,0,15,0,1,1,0.686920722,17.5020206,1,0.009561499,0.310302478,0.005150105,1
1,36,1,0,16,0,1,1,0.686920722,17.5020206,1,0.009561499,0.784069997,1.29699E-06,1
1,37,1,0,17,0,0,1,0.686920722,17.5020206,1,0.009561499,0.932396791,9.67164E-08,1
1,38,1,0,18,0,0,0,0.686920722,17.5020206,1,0.009561499,0.978834836,4.29065E-08,0
1,39,1,0,19,0,1,0,0.686920722,17.5020206,1,0.009561499,0.306452904,0.005507074,0
1,40,1,0,20,0,0,1,0.686920722,17.5020206,1,0.009561499,0.095944054,0.180661935,1
1,41,1,0,21,0,0,1,0.686920722,17.5020206,1,0.009561499,0.716958817,4.19807E-06,1
1,42,1,0,22,0,0,1,0.686920722,17.5020206,1,0.009561499,0.911385671,1.39703E-07,1
1,43,1,0,23,0,0,0,0.686920722,17.5020206,1,0.009561499,0.97225669,4.8142E-08,0
1,44,1,0,24,0,0,1,0.686920722,17.5020206,1,0.009561499,0.304393423,0.005708044,1
1,45,0,0,0,1,0,0,0.686920722,17.5020206,1,0.009561499,0.782219995,1.33967E-06,0
1,46,0,0,1,0,1,0,0.686920722,17.5020206,1,0.009561499,0.244896872,0.016003033,0
1,47,0,0,2,0,1,0,0.686920722,17.5020206,1,0.009561499,0.076672136,0.236029614,0
1,48,0,0,3,0,0,1,0.686920722,17.5020206,0,0.009561499,0.024004457,0.437139133,0
1,49,0,0,4,0,1,0,0.686920722,17.5020206,1,0.002993507,0.024004457,0.409088662,0
1,50,0,0,5,0,1,0,0.686920722,17.5020206,1,0.002993507,0.007515298,0.480225201,0
1,51,1,0,0,1,0,1,0.686920722,17.5020206,1,0.002993507,0.002352884,0.502803021,1
1,52,1,0,1,0,0,1,0.686920722,17.5020206,1,0.002993507,0.687657361,6.24951E-06,1
1,53,1,0,2,0,0,0,0.686920722,17.5020206,1,0.002993507,0.902211992,1.46222E-07,0
1,54,1,0,3,0,0,1,0.686920722,17.5020206,1,0.002993507,0.282463879,0.007455675,1
1,55,1,0,4,0,0,0,0.686920722,17.5020206,1,0.002993507,0.775354309,1.34667E-06,0
1,56,1,0,5,0,0,0,0.686920722,17.5020206,1,0.002993507,0.242747368,0.014829782,0
1,57,1,0,6,0,0,0,0.686920722,17.5020206,0,0.002993507,0.075999171,0.217934042,0
1,58,1,0,7,0,1,1,0.686920722,17.5020206,1,0.000937205,0.075999171,0.211862336,1
1,59,1,0,8,0,1,0,0.686920722,17.5020206,1,0.000937205,0.710714487,4.02679E-06,0
1,60,1,0,9,0,1,1,0.686920722,17.5020206,1,0.000937205,0.222509979,0.020273253,1
1,61,1,0,10,0,1,1,0.686920722,17.5020206,1,0.000937205,0.756583985,1.80428E-06,1
1,62,1,0,11,0,0,1,0.686920722,17.5020206,1,0.000937205,0.92379149,9.66843E-08,1
1,63,1,0,12,0,0,0,0.686920722,17.5020206,1,0.000937205,0.976140695,3.86766E-08,0
1,64,1,0,13,0,1,1,0.686920722,17.5020206,1,0.000937205,0.305609424,0.004809316,1
1,65,1,0,14,0,1,1,0.686920722,17.5020206,1,0.000937205,0.7826007,1.14433E-06,1
1,66,1,0,15,0,0,1,0.686920722,17.5020206,1,0.000937205,0.931936784,8.38385E-08,1
1,67,1,0,16,0,0,0,0.686920722,17.5020206,1,0.000937205,0.978690817,3.69883E-08,0
1,68,1,0,17,0,0,1,0.686920722,17.5020206,1,0.000937205,0.306407815,0.004742897,1
1,69,1,0,18,0,0,1,0.686920722,17.5020206,1,0.000937205,0.782850659,1.13933E-06,1
1,70,1,0,19,0,0,0,0.686920722,17.5020206,1,0.000937205,0.932015041,8.37237E-08,0
1,71,1,0,20,0,1,1,0.686920722,17.5020206,1,0.000937205,0.291794597,0.00611673,1
1,72,1,0,21,0,0,1,0.686920722,17.5020206,1,0.000937205,0.778275563,1.23432E-06,1
1,73,1,0,22,0,1,0,0.686920722,17.5020206,1,0.000937205,0.930582673,8.58491E-08,0
1,74,1,0,23,0,1,1,0.686920722,17.5020206,1,0.000937205,0.291346152,0.00616463,1
1,75,0,0,0,1,0,0,0.686920722,17.5020206,1,0.000937205,0.778135165,1.23735E-06,0
1,76,0,0,1,0,0,0,0.686920722,17.5020206,1,0.000937205,0.243617996,0.014099665,0
1,77,0,0,2,0,1,0,0.686920722,17.5020206,1,0.000937205,0.076271746,0.211066848,0
1,78,0,0,3,0,1,0,0.686920722,17.5020206,0,0.000937205,0.023879103,0.400944899,1
1,79,0,0,4,0,0,0,0.686920722,17.5020206,0,0.687214141,0.023879103,0.999990923,0
1,80,0,0,5,0,1,1,0.686920722,17.5020206,0,0.215152507,0.023879103,0.966028489,1
1,81,0,0,6,0,1,1,0.686920722,17.5020206,0,0.754280513,0.023879103,0.999997193,1
1,82,0,0,7,0,1,0,0.686920722,17.5020206,0,0.92307032,0.023879103,0.999999854,1
1,83,0,0,8,0,1,0,0.686920722,17.5020206,0,0.975914911,0.023879103,0.999999942,1
1,84,1,0,0,1,1,1,0.686920722,17.5020206,0,0.992459458,0.023879103,0.999999957,1
1,85,1,0,1,0,1,1,0.686920722,17.5020206,0,0.997639213,0.023879103,0.99999996,1
1,86,1,0,2,0,1,0,0.686920722,17.5020206,0,0.999260886,0.023879103,0.999999961,1
1,87,1,0,3,0,0,0,0.686920722,17.5020206,0,0.999768599,0.023879103,0.999999962,0
1,88,1,0,4,0,0,1,0.686920722,17.5020206,0,0.313006832,0.023879103,0.993696454,0
1,89,1,0,5,0,0,0,0.686920722,17.5020206,0,0.097995953,0.023879103,0.785362465,0
1,90,1,0,6,0,0,1,0.686920722,17.5020206,1,0.030680502,0.023879103,0.529724464,1
1,91,1,0,7,0,1,0,0.686920722,17.5020206,1,0.030680502,0.694396774,9.01713E-06,0
1,92,1,0,8,0,0,1,0.686920722,17.5020206,1,0.030680502,0.217401241,0.036685788,1
1,93,1,0,9,0,1,1,0.686920722,17.5020206,1,0.030680502,0.754984545,3.12278E-06,1
1,94,0,0,0,1,0,0,0.686920722,17.5020206,1,0.030680502,0.923290738,1.6415E-07,0
1,95,0,0,1,0,1,0,0.686920722,17.5020206,1,0.030680502,0.289063198,0.010748108,0
1,96,0,0,2,0,1,0,0.686920722,17.5020206,1,0.030680502,0.090499697,0.259809909,0
1,97,0,0,3,0,1,0,0.686920722,17.5020206,1,0.030680502,0.02833358,0.510267527,0
1,98,0,0,4,0,1,1,0.686920722,17.5020206,1,0.030680502,0.008870657,0.594287002,1
1,99,0,0,5,0,1,0,0.686920722,17.5020206,1,0.030680502,0.68969794,9.79002E-06,0
1,100,0,0,6,0,0,0,0.686920722,17.5020206,1,0.030680502,0.215930134,0.037606632,0
1,101,0,0,7,0,1,1,0.686920722,17.5020206,0,0.030680502,0.06760325,0.343841248,1
1,102,0,0,8,0,1,0,0.686920722,17.5020206,0,0.696526151,0.06760325,0.999983422,1
1,103,0,0,9,0,1,0,0.686920722,17.5020206,0,0.904988626,0.06760325,0.999999568,1
1,104,0,0,10,0,1,0,0.686920722,17.5020206,0,0.970253908,0.06760325,0.999999862,1
1,105,0,0,11,0,1,1,0.686920722,17.5020206,0,0.990687115,0.06760325,0.999999904,1
1,106,1,0,0,1,0,1,0.686920722,17.5020206,0,0.997084329,0.06760325,0.999999914,0
1,107,1,0,1,0,1,0,0.686920722,17.5020206,0,0.312166442,0.06760325,0.986351054,1
1,108,1,0,2,0,0,1,0.686920722,17.5020206,0,0.784653566,0.06760325,0.999996455,0
1,109,1,0,3,0,0,1,0.686920722,17.5020206,0,0.245658772,0.06760325,0.957561396,0
1,110,1,0,4,0,0,1,0.686920722,17.5020206,1,0.076910671,0.06760325,0.54063485,1
1,111,1,0,5,0,0,0,0.686920722,17.5020206,1,0.076910671,0.708085898,1.59371E-05,0
1,112,1,0,6,0,0,0,0.686920722,17.5020206,1,0.076910671,0.221687022,0.073517024,0
1,113,1,0,7,0,1,1,0.686920722,17.5020206,1,0.076910671,0.069405613,0.532791287,1
1,114,1,0,8,0,0,0,0.686920722,17.5020206,1,0.076910671,0.708650181,1.57805E-05,0
1,115,1,0,9,0,0,0,0.686920722,17.5020206,1,0.076910671,0.221863687,0.073306698,0
1,116,1,0,10,0,0,0,0.686920722,17.5020206,1,0.076910671,0.069460923,0.53255031,0
1,117,0,0,0,1,1,0,0.686920722,17.5020206,0,0.076910671,0.021746776,0.724217577,1
1,118,0,0,1,0,1,0,0.686920722,17.5020206,0,0.710999859,0.021746776,0.999994233,1
1,119,0,0,2,0,1,0,0.686920722,17.5020206,0,0.909520044,0.021746776,0.999999821,1
1,120,0,0,3,0,0,0,0.686920722,17.5020206,0,0.971672601,0.021746776,0.99999994,0
1,121,0,0,4,0,0,0,0.686920722,17.5020206,0,0.304210557,0.021746776,0.992922184,0
1,122,0,0,5,0,1,0,0.686920722,17.5020206,0,0.095242022,0.021746776,0.783522864,1
1,123,0,0,6,0,1,0,0.686920722,17.5020206,0,0.716739025,0.021746776,0.999994784,1
1,124,0,0,7,0,0,1,0.686920722,17.5020206,0,0.911316858,0.021746776,0.999999827,0
1,125,1,0,0,1,1,1,0.686920722,17.5020206,0,0.285314424,0.021746776,0.990175145,1
1,126,1,0,1,0,1,1,0.686920722,17.5020206,0,0.776246756,0.021746776,0.999998159,1
1,127,1,0,2,0,1,1,0.686920722,17.5020206,0,0.929947496,0.021746776,0.999999875,1
1,128,1,0,3,0,0,0,0.686920722,17.5020206,0,0.978068013,0.021746776,0.999999946,0
1,129,1,0,4,0,0,0,0.686920722,17.5020206,0,0.306212828,0.021746776,0.993164256,0
1,130,1,0,5,0,0,1,0.686920722,17.5020206,1,0.095868891,0.021746776,0.785378,1
1,131,1,0,6,0,1,1,0.686920722,17.5020206,1,0.095868891,0.693729186,2.85518E-05,1
1,132,1,0,7,0,0,1,0.686920722,17.5020206,1,0.095868891,0.904112955,7.1864E-07,1
1,133,1,0,8,0,0,1,0.686920722,17.5020206,1,0.095868891,0.969979753,2.26911E-07,1
1,134,0,0,0,1,0,0,0.686920722,17.5020206,1,0.095868891,0.990601283,1.58165E-07,0
1,135,0,0,1,0,1,0,0.686920722,17.5020206,1,0.095868891,0.310136735,0.022974671,0
1,136,0,0,2,0,1,0,0.686920722,17.5020206,0,0.095868891,0.097097385,0.494624925,1
1,137,0,0,3,0,1,0,0.686920722,17.5020206,0,0.716935285,0.097097385,0.999980565,1
1,138,0,0,4,0,0,0,0.686920722,17.5020206,0,0.911378303,0.097097385,0.999999353,0
1,139,0,0,5,0,1,1,0.686920722,17.5020206,0,0.285333662,0.097097385,0.964240169,1
1,140,0,0,6,0,1,0,0.686920722,17.5020206,0,0.776252778,0.097097385,0.999993118,1
1,141,0,0,7,0,1,0,0.686920722,17.5020206,0,0.929949381,0.097097385,0.999999533,1
1,142,0,0,8,0,0,0,0.686920722,17.5020206,0,0.978068603,0.097097385,0.999999799,0
1,143,0,0,9,0,1,0,0.686920722,17.5020206,0,0.306213012,0.097097385,0.974911718,1
1,144,0,0,10,0,1,0,0.686920722,17.5020206,0,0.782789671,0.097097385,0.999993862,1
1,145,0,0,11,0,1,0,0.686920722,17.5020206,0,0.931995947,0.097097385,0.999999549,1
1,146,0,0,12,0,0,1,0.686920722,17.5020206,0,0.97870934,0.097097385,0.999999801,0
1,147,0,0,13,0,1,1,0.686920722,17.5020206,0,0.306413614,0.097097385,0.974997448,1
1,148,0,0,14,0,1,1,0.686920722,17.5020206,0,0.782852475,0.097097385,0.999993869,1
1,149,0,0,15,0,0,0,0.686920722,17.5020206,0,0.932015609,0.097097385,0.999999549,0
1,150,0,0,16,0,1,0,0.686920722,17.5020206,0,0.291794775,0.097097385,0.967941141,1
1,151,0,0,17,0,0,1,0.686920722,17.5020206,0,0.778275619,0.097097385,0.999993357,0
1,152,0,0,18,0,1,1,0.686920722,17.5020206,0,0.243661969,0.097097385,0.928586484,1
1,153,0,0,19,0,1,0,0.686920722,17.5020206,0,0.763206235,0.097097385,0.999991353,1
1,154,0,0,20,0,0,0,0.686920722,17.5020206,0,0.925864779,0.097097385,0.999999498,0
1,155,0,0,21,0,1,0,0.686920722,17.5020206,0,0.289869077,0.097097385,0.966878625,1
1,156,0,0,22,0,1,1,0.686920722,17.5020206,0,0.777672723,0.097097385,0.999993287,1
1,157,0,0,23,0,1,0,0.686920722,17.5020206,0,0.930393937,0.097097385,0.999999536,1
1,158,0,0,24,0,0,1,0.686920722,17.5020206,0,0.978207784,0.097097385,0.999999799,0
1,159,0,0,25,0,0,0,0.686920722,17.5020206,0,0.306256587,0.097097385,0.974930364,0
1,160,1,0,0,1,0,1,0.686920722,17.5020206,0,0.095882591,0.097097385,0.494684864,0
1,161,1,0,1,0,0,0,0.686920722,17.5020206,1,0.030018853,0.097097385,0.236130948,0
1,162,1,0,2,0,0,0,0.686920722,17.5020206,1,0.030018853,0.030399179,0.498335884,0
1,163,1,0,3,0,0,0,0.686920722,17.5020206,1,0.030018853,0.009517353,0.588754194,0
1,164,1,0,4,0,1,1,0.686920722,17.5020206,1,0.030018853,0.002979686,0.616150345,1
1,165,1,0,5,0,1,1,0.686920722,17.5020206,1,0.030018853,0.6878536,9.99478E-06,1
1,166,1,0,6,0,1,1,0.686920722,17.5020206,1,0.030018853,0.90227343,2.34404E-07,1
1,167,1,0,7,0,0,1,0.686920722,17.5020206,1,0.030018853,0.969403836,7.23945E-08,1
1,168,1,0,8,0,1,1,0.686920722,17.5020206,1,0.030018853,0.990420975,5.01134E-08,1
1,169,1,0,9,0,0,1,0.686920722,17.5020206,1,0.030018853,0.997001006,4.46621E-08,1
1,170,1,0,10,0,1,0,0.686920722,17.5020206,1,0.030018853,0.999061077,4.30804E-08,0
1,171,1,0,11,0,1,1,0.686920722,17.5020206,1,0.030018853,0.312785321,0.007040683,1
1,172,0,0,0,1,0,1,0.686920722,17.5020206,1,0.030018853,0.784847324,1.83031E-06,1
1,173,0,0,1,0,1,1,0.686920722,17.5020206,1,0.030018853,0.932640156,1.37768E-07,1
1,174,0,0,2,0,1,0,0.686920722,17.5020206,1,0.030018853,0.978911028,6.12973E-08,0
1,175,0,0,3,0,1,0,0.686920722,17.5020206,1,0.030018853,0.306476758,0.007856146,0
